frequency	gain
3.388441561392003e+008	1.407971e+003
3.467368504525293e+008	1.408544e+003
3.548133892335731e+008	1.409115e+003
3.630780547700989e+008	1.409684e+003
3.715352290971701e+008	1.410247e+003
3.801893963205587e+008	1.410800e+003
3.890451449942780e+008	1.411339e+003
3.981071705534946e+008	1.411861e+003
4.073802778041100e+008	1.412360e+003
4.168693834703326e+008	1.412830e+003
4.265795188015897e+008	1.413266e+003
4.365158322401630e+008	1.413660e+003
4.466835921509600e+008	1.414004e+003
4.570881896148719e+008	1.414290e+003
4.677351412871949e+008	1.414507e+003
4.786300923226350e+008	1.414646e+003
4.897788193684428e+008	1.414695e+003
5.011872336272688e+008	1.414639e+003
5.128613839913613e+008	1.414465e+003
5.248074602497689e+008	1.414156e+003
5.370317963702489e+008	1.413696e+003
5.495408738576206e+008	1.413065e+003
5.623413251903451e+008	1.412242e+003
5.754399373371528e+008	1.411206e+003
5.888436553555847e+008	1.409930e+003
6.025595860743535e+008	1.408389e+003
6.165950018614777e+008	1.406555e+003
6.309573444801887e+008	1.404397e+003
6.456542290346509e+008	1.401882e+003
6.606934480075913e+008	1.398977e+003
6.760829753919768e+008	1.395644e+003
6.918309709189314e+008	1.391846e+003
7.079457843841326e+008	1.387543e+003
7.244359600749847e+008	1.382693e+003
7.413102413009120e+008	1.377255e+003
7.585775750291781e+008	1.371185e+003
7.762471166286860e+008	1.364441e+003
7.943282347242756e+008	1.356979e+003
8.128305161640931e+008	1.348757e+003
8.317637711026647e+008	1.339736e+003
8.511380382023701e+008	1.329877e+003
8.709635899560740e+008	1.319146e+003
8.912509381337388e+008	1.307513e+003
9.120108393559028e+008	1.294952e+003
9.332543007969840e+008	1.281443e+003
9.549925860214287e+008	1.266976e+003
9.772372209558033e+008	1.251544e+003
9.999999999999924e+008	1.235151e+003
1.023292992280746e+009	1.217809e+003
1.047128548050892e+009	1.199541e+003
1.071519305237598e+009	1.180377e+003
1.096478196143177e+009	1.160358e+003
1.122018454301955e+009	1.139533e+003
1.148153621496874e+009	1.117960e+003
1.174897554939520e+009	1.095706e+003
1.202264434617404e+009	1.072844e+003
1.230268770812372e+009	1.049453e+003
1.258925411794157e+009	1.025616e+003
1.288249551693124e+009	1.001421e+003
1.318256738556397e+009	9.769554e+002
1.348962882591643e+009	9.523097e+002
1.380384264602874e+009	9.275728e+002
1.412537544622743e+009	9.028315e+002
1.445439770745916e+009	8.781703e+002
1.479108388168196e+009	8.536694e+002
1.513561248436196e+009	8.294045e+002
1.548816618912469e+009	8.054464e+002
1.584893192461101e+009	7.818599e+002
1.621810097358917e+009	7.587042e+002
1.659586907437547e+009	7.360325e+002
1.698243652461730e+009	7.138921e+002
1.737800828749361e+009	6.923244e+002
1.778279410038908e+009	6.713653e+002
1.819700858609968e+009	6.510455e+002
1.862087136662852e+009	6.313909e+002
1.905460717963231e+009	6.124229e+002
1.949844599758029e+009	5.941591e+002
1.995262314968863e+009	5.766135e+002
2.041737944669512e+009	5.597972e+002
2.089296130854022e+009	5.437191e+002
2.137962089502214e+009	5.283859e+002
2.187761623949534e+009	5.138030e+002
2.238721138568320e+009	4.999749e+002
2.290867652767753e+009	4.869056e+002
2.344228815319901e+009	4.745992e+002
2.398832919019469e+009	4.630604e+002
2.454708915685008e+009	4.522949e+002
2.511886431509557e+009	4.423097e+002
2.570395782768840e+009	4.331139e+002
2.630267991895358e+009	4.247190e+002
2.691534803926891e+009	4.171389e+002
2.754228703338141e+009	4.103907e+002
2.818382931264428e+009	4.044942e+002
2.884031503126579e+009	3.994720e+002
2.951209226666359e+009	3.953480e+002
3.019951720401988e+009	3.921464e+002
3.090295432513562e+009	3.898872e+002
3.162277660168350e+009	3.885804e+002
3.235936569296252e+009	3.882155e+002
3.311311214825880e+009	3.887442e+002
3.388441561391993e+009	3.900529e+002
3.467368504525283e+009	3.919213e+002
3.548133892335721e+009	3.939623e+002
3.630780547700978e+009	3.955464e+002
3.715352290971689e+009	3.957243e+002
3.801893963205575e+009	3.931971e+002
3.890451449942768e+009	3.864196e+002
3.981071705534934e+009	3.739351e+002
4.073802778041087e+009	3.549291e+002
4.168693834703313e+009	3.297506e+002
4.265795188015884e+009	2.999967e+002
4.365158322401616e+009	2.680078e+002
4.466835921509586e+009	2.360990e+002
4.570881896148705e+009	2.060037e+002
4.677351412871935e+009	1.787149e+002
4.786300923226336e+009	1.546087e+002
4.897788193684413e+009	1.336576e+002
5.011872336272673e+009	1.156178e+002
5.128613839913597e+009	1.001566e+002
5.248074602497673e+009	8.692635e+001
5.370317963702473e+009	7.560063e+001
5.495408738576189e+009	6.588986e+001
5.623413251903433e+009	5.754462e+001
5.754399373371510e+009	5.035373e+001
5.888436553555828e+009	4.413996e+001
6.025595860743514e+009	3.875523e+001
6.165950018614757e+009	3.407592e+001
6.309573444801866e+009	2.999882e+001
6.456542290346486e+009	2.643754e+001
6.606934480075890e+009	2.331959e+001
6.760829753919745e+009	2.058398e+001
6.918309709189291e+009	1.817919e+001
7.079457843841303e+009	1.606155e+001
7.244359600749823e+009	1.419393e+001
7.413102413009095e+009	1.254463e+001
7.585775750291756e+009	1.108649e+001
7.762471166286833e+009	9.796167e+000
7.943282347242728e+009	8.653515e+000
8.128305161640904e+009	7.641094e+000
8.317637711026619e+009	6.743755e+000
8.511380382023671e+009	5.948289e+000
8.709635899560711e+009	5.243143e+000
8.912509381337357e+009	4.618176e+000
9.120108393558996e+009	4.064462e+000
9.332543007969807e+009	3.574118e+000
9.549925860214253e+009	3.140160e+000
9.772372209557997e+009	2.756388e+000
1.000000000000000e+010	2.417284e+000
