frequency	gain
2.570395782768855e+007	3.904810e+002
2.630267991895373e+007	3.904823e+002
2.691534803926906e+007	3.904836e+002
2.754228703338157e+007	3.904849e+002
2.818382931264444e+007	3.904862e+002
2.884031503126596e+007	3.904874e+002
2.951209226666375e+007	3.904886e+002
3.019951720402005e+007	3.904899e+002
3.090295432513579e+007	3.904911e+002
3.162277660168367e+007	3.904923e+002
3.235936569296270e+007	3.904935e+002
3.311311214825898e+007	3.904946e+002
3.388441561392012e+007	3.904958e+002
3.467368504525303e+007	3.904970e+002
3.548133892335741e+007	3.904982e+002
3.630780547701000e+007	3.904994e+002
3.715352290971711e+007	3.905006e+002
3.801893963205598e+007	3.905018e+002
3.890451449942792e+007	3.905031e+002
3.981071705534957e+007	3.905043e+002
4.073802778041112e+007	3.905056e+002
4.168693834703338e+007	3.905069e+002
4.265795188015910e+007	3.905082e+002
4.365158322401643e+007	3.905095e+002
4.466835921509614e+007	3.905109e+002
4.570881896148732e+007	3.905123e+002
4.677351412871964e+007	3.905137e+002
4.786300923226365e+007	3.905152e+002
4.897788193684442e+007	3.905167e+002
5.011872336272702e+007	3.905183e+002
5.128613839913628e+007	3.905199e+002
5.248074602497704e+007	3.905216e+002
5.370317963702505e+007	3.905233e+002
5.495408738576223e+007	3.905251e+002
5.623413251903468e+007	3.905269e+002
5.754399373371545e+007	3.905289e+002
5.888436553555865e+007	3.905309e+002
6.025595860743552e+007	3.905329e+002
6.165950018614795e+007	3.905351e+002
6.309573444801905e+007	3.905373e+002
6.456542290346527e+007	3.905396e+002
6.606934480075931e+007	3.905420e+002
6.760829753919788e+007	3.905445e+002
6.918309709189335e+007	3.905471e+002
7.079457843841347e+007	3.905498e+002
7.244359600749868e+007	3.905527e+002
7.413102413009141e+007	3.905556e+002
7.585775750291804e+007	3.905587e+002
7.762471166286883e+007	3.905620e+002
7.943282347242780e+007	3.905653e+002
8.128305161640957e+007	3.905688e+002
8.317637711026673e+007	3.905725e+002
8.511380382023726e+007	3.905763e+002
8.709635899560767e+007	3.905803e+002
8.912509381337415e+007	3.905845e+002
9.120108393559055e+007	3.905889e+002
9.332543007969867e+007	3.905934e+002
9.549925860214314e+007	3.905982e+002
9.772372209558059e+007	3.906032e+002
9.999999999999951e+007	3.906084e+002
1.023292992280749e+008	3.906139e+002
1.047128548050894e+008	3.906196e+002
1.071519305237601e+008	3.906255e+002
1.096478196143179e+008	3.906318e+002
1.122018454301958e+008	3.906383e+002
1.148153621496877e+008	3.906451e+002
1.174897554939523e+008	3.906523e+002
1.202264434617407e+008	3.906598e+002
1.230268770812375e+008	3.906676e+002
1.258925411794161e+008	3.906758e+002
1.288249551693127e+008	3.906843e+002
1.318256738556400e+008	3.906933e+002
1.348962882591646e+008	3.907027e+002
1.380384264602877e+008	3.907125e+002
1.412537544622746e+008	3.907227e+002
1.445439770745919e+008	3.907335e+002
1.479108388168199e+008	3.907447e+002
1.513561248436199e+008	3.907565e+002
1.548816618912472e+008	3.907688e+002
1.584893192461104e+008	3.907817e+002
1.621810097358921e+008	3.907951e+002
1.659586907437551e+008	3.908092e+002
1.698243652461734e+008	3.908240e+002
1.737800828749365e+008	3.908394e+002
1.778279410038912e+008	3.908556e+002
1.819700858609973e+008	3.908725e+002
1.862087136662856e+008	3.908902e+002
1.905460717963236e+008	3.909087e+002
1.949844599758034e+008	3.909280e+002
1.995262314968867e+008	3.909483e+002
2.041737944669517e+008	3.909695e+002
2.089296130854026e+008	3.909917e+002
2.137962089502219e+008	3.910149e+002
2.187761623949539e+008	3.910392e+002
2.238721138568325e+008	3.910646e+002
2.290867652767758e+008	3.910912e+002
2.344228815319907e+008	3.911190e+002
2.398832919019475e+008	3.911480e+002
2.454708915685014e+008	3.911784e+002
2.511886431509564e+008	3.912103e+002
2.570395782768847e+008	3.912436e+002
2.630267991895365e+008	3.912784e+002
2.691534803926898e+008	3.913148e+002
2.754228703338148e+008	3.913529e+002
2.818382931264435e+008	3.913928e+002
2.884031503126587e+008	3.914344e+002
2.951209226666366e+008	3.914780e+002
3.019951720401996e+008	3.915236e+002
3.090295432513570e+008	3.915713e+002
3.162277660168358e+008	3.916211e+002
3.235936569296261e+008	3.916732e+002
3.311311214825889e+008	3.917278e+002
3.388441561392003e+008	3.917848e+002
3.467368504525293e+008	3.918444e+002
3.548133892335731e+008	3.919067e+002
3.630780547700989e+008	3.919719e+002
3.715352290971701e+008	3.920400e+002
3.801893963205587e+008	3.921112e+002
3.890451449942780e+008	3.921857e+002
3.981071705534946e+008	3.922635e+002
4.073802778041100e+008	3.923449e+002
4.168693834703326e+008	3.924300e+002
4.265795188015897e+008	3.925190e+002
4.365158322401630e+008	3.926119e+002
4.466835921509600e+008	3.927091e+002
4.570881896148719e+008	3.928106e+002
4.677351412871949e+008	3.929168e+002
4.786300923226350e+008	3.930277e+002
4.897788193684428e+008	3.931436e+002
5.011872336272688e+008	3.932648e+002
5.128613839913613e+008	3.933914e+002
5.248074602497689e+008	3.935237e+002
5.370317963702489e+008	3.936619e+002
5.495408738576206e+008	3.938063e+002
5.623413251903451e+008	3.939571e+002
5.754399373371528e+008	3.941147e+002
5.888436553555847e+008	3.942792e+002
6.025595860743535e+008	3.944510e+002
6.165950018614777e+008	3.946305e+002
6.309573444801887e+008	3.948177e+002
6.456542290346509e+008	3.950133e+002
6.606934480075913e+008	3.952173e+002
6.760829753919768e+008	3.954302e+002
6.918309709189314e+008	3.956523e+002
7.079457843841326e+008	3.958839e+002
7.244359600749847e+008	3.961254e+002
7.413102413009120e+008	3.963771e+002
7.585775750291781e+008	3.966393e+002
7.762471166286860e+008	3.969124e+002
7.943282347242756e+008	3.971967e+002
8.128305161640931e+008	3.974925e+002
8.317637711026647e+008	3.978001e+002
8.511380382023701e+008	3.981199e+002
8.709635899560740e+008	3.984521e+002
8.912509381337388e+008	3.987969e+002
9.120108393559028e+008	3.991546e+002
9.332543007969840e+008	3.995253e+002
9.549925860214287e+008	3.999091e+002
9.772372209558033e+008	4.003062e+002
9.999999999999924e+008	4.007165e+002
1.023292992280746e+009	4.011400e+002
1.047128548050892e+009	4.015765e+002
1.071519305237598e+009	4.020259e+002
1.096478196143177e+009	4.024877e+002
1.122018454301955e+009	4.029615e+002
1.148153621496874e+009	4.034468e+002
1.174897554939520e+009	4.039427e+002
1.202264434617404e+009	4.044484e+002
1.230268770812372e+009	4.049627e+002
1.258925411794157e+009	4.054845e+002
1.288249551693124e+009	4.060121e+002
1.318256738556397e+009	4.065437e+002
1.348962882591643e+009	4.070773e+002
1.380384264602874e+009	4.076106e+002
1.412537544622743e+009	4.081408e+002
1.445439770745916e+009	4.086650e+002
1.479108388168196e+009	4.091798e+002
1.513561248436196e+009	4.096814e+002
1.548816618912469e+009	4.101655e+002
1.584893192461101e+009	4.106276e+002
1.621810097358917e+009	4.110623e+002
1.659586907437547e+009	4.114643e+002
1.698243652461730e+009	4.118272e+002
1.737800828749361e+009	4.121444e+002
1.778279410038908e+009	4.124088e+002
1.819700858609968e+009	4.126125e+002
1.862087136662852e+009	4.127473e+002
1.905460717963231e+009	4.128044e+002
1.949844599758029e+009	4.127745e+002
1.995262314968863e+009	4.126478e+002
2.041737944669512e+009	4.124140e+002
2.089296130854022e+009	4.120624e+002
2.137962089502214e+009	4.115821e+002
2.187761623949534e+009	4.109616e+002
2.238721138568320e+009	4.101895e+002
2.290867652767753e+009	4.092539e+002
2.344228815319901e+009	4.081429e+002
2.398832919019469e+009	4.068445e+002
2.454708915685008e+009	4.053467e+002
2.511886431509557e+009	4.036374e+002
2.570395782768840e+009	4.017042e+002
2.630267991895358e+009	3.995350e+002
2.691534803926891e+009	3.971172e+002
2.754228703338141e+009	3.944378e+002
2.818382931264428e+009	3.914832e+002
2.884031503126579e+009	3.882388e+002
2.951209226666359e+009	3.846890e+002
3.019951720401988e+009	3.808161e+002
3.090295432513562e+009	3.766007e+002
3.162277660168350e+009	3.720205e+002
3.235936569296252e+009	3.670504e+002
3.311311214825880e+009	3.616617e+002
3.388441561391993e+009	3.558225e+002
3.467368504525283e+009	3.494974e+002
3.548133892335721e+009	3.426482e+002
3.630780547700978e+009	3.352350e+002
3.715352290971689e+009	3.272182e+002
3.801893963205575e+009	3.185609e+002
3.890451449942768e+009	3.092326e+002
3.981071705534934e+009	2.992134e+002
4.073802778041087e+009	2.884985e+002
4.168693834703313e+009	2.771032e+002
4.265795188015884e+009	2.650671e+002
4.365158322401616e+009	2.524562e+002
4.466835921509586e+009	2.393638e+002
4.570881896148705e+009	2.259081e+002
4.677351412871935e+009	2.122275e+002
4.786300923226336e+009	1.984728e+002
4.897788193684413e+009	1.847990e+002
5.011872336272673e+009	1.713561e+002
5.128613839913597e+009	1.582810e+002
5.248074602497673e+009	1.456916e+002
5.370317963702473e+009	1.336828e+002
5.495408738576189e+009	1.223245e+002
5.623413251903433e+009	1.116630e+002
5.754399373371510e+009	1.017223e+002
5.888436553555828e+009	9.250751e+001
6.025595860743514e+009	8.400829e+001
6.165950018614757e+009	7.620234e+001
6.309573444801866e+009	6.905872e+001
6.456542290346486e+009	6.254063e+001
6.606934480075890e+009	5.660786e+001
6.760829753919745e+009	5.121856e+001
6.918309709189291e+009	4.633078e+001
7.079457843841303e+009	4.190344e+001
7.244359600749823e+009	3.789710e+001
7.413102413009095e+009	3.427441e+001
7.585775750291756e+009	3.100043e+001
7.762471166286833e+009	2.804268e+001
7.943282347242728e+009	2.537128e+001
8.128305161640904e+009	2.295880e+001
8.317637711026619e+009	2.078023e+001
8.511380382023671e+009	1.881278e+001
8.709635899560711e+009	1.703583e+001
8.912509381337357e+009	1.543068e+001
9.120108393558996e+009	1.398043e+001
9.332543007969807e+009	1.266985e+001
9.549925860214253e+009	1.148519e+001
9.772372209557997e+009	1.041407e+001
1.000000000000000e+010	9.445334e+000
