frequency	gain
5.623413251903433e+009	8.950101e+001
5.754399373371510e+009	7.741479e+001
5.888436553555828e+009	6.714574e+001
6.025595860743514e+009	5.838662e+001
6.165950018614757e+009	5.088612e+001
6.309573444801866e+009	4.443895e+001
6.456542290346486e+009	3.887725e+001
6.606934480075890e+009	3.406332e+001
6.760829753919745e+009	2.988378e+001
6.918309709189291e+009	2.624485e+001
7.079457843841303e+009	2.306860e+001
7.244359600749823e+009	2.028996e+001
7.413102413009095e+009	1.785434e+001
7.585775750291756e+009	1.571573e+001
7.762471166286833e+009	1.383515e+001
7.943282347242728e+009	1.217947e+001
8.128305161640904e+009	1.072035e+001
8.317637711026619e+009	9.433505e+000
8.511380382023671e+009	8.297981e+000
8.709635899560711e+009	7.295664e+000
8.912509381337357e+009	6.410814e+000
9.120108393558996e+009	5.629710e+000
9.332543007969807e+009	4.940343e+000
9.549925860214253e+009	4.332170e+000
9.772372209557997e+009	3.795907e+000
1.000000000000000e+010	3.323349e+000
